Province,Year,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,new_product_sales_revenue
江苏省,2004,,2990.0,11330,,2990.0,7110.0,23532,,1457350.0,,5570009.0,1530561.0,,69654.0,89.79,14823.1,,27638099.0
江苏省,2005,18.27,,13580,,,,34811,,,,6653202.0,,,,100.83,18121.3,,
江苏省,2006,19.06,,19352,,,,53267,,,,6845888.0,,,,68.83,21240.8,,
江苏省,2007,21.76,,31770,68.73,,,88950,,,68.73,8513327.0,,,,78.42,25988.4,,
江苏省,2008,22.12,9680.0,44438,91.52,9680.0,21901.0,128002,9.4,6197076.0,91.52,9964272.0,4808289.0,9.4,155781.0,94.02,30945.5,2679.0,72434173.0
江苏省,2009,22.88,14156.0,87286,117.02,14156.0,40043.0,174329,9.8,6919176.0,117.02,11054890.0,5707105.0,9.8,222625.0,108.22,34471.7,2786.0,85236348.0
江苏省,2010,25.31,,138382,150.35,,,235873,10.9,,150.35,13146233.0,,10.9,,249.34,41383.9,2819.0,
江苏省,2011,24.05,26720.0,199814,213.4,26720.0,72763.0,348381,12.0,11824447.0,213.4,15882132.0,8998944.0,12.0,287447.0,333.43,48839.2,2824.0,148421107.0
江苏省,2012,24.03,45120.0,269944,257.24,45120.0,84876.0,472656,12.8,14945123.0,257.24,,10803107.0,12.8,342262.0,400.91,53701.9,2786.0,178454188.0
江苏省,2013,24.45,52718.0,239645,302.59,52718.0,93518.0,504500,19.2,16693195.0,302.59,19862835.0,12395745.0,19.2,393942.0,527.5,59349.4,2814.0,197142112.0
江苏省,2014,25.06,73252.0,200032,327.1,73252.0,115616.0,421907,21.5,17649058.0,327.1,20800931.0,13765378.0,21.5,422865.0,543.16,64830.5,2858.0,235409275.0
江苏省,2015,25.6,85485.0,250290,371.96,85485.0,119927.0,428337,21.8,17117386.0,371.96,22463773.0,15065065.0,21.8,441304.0,572.92,71255.9,2896.0,244632694.0
江苏省,2016,26.88,117912.0,231033,381.02,117912.0,131284.0,512429,21.8,19090345.0,381.02,24020855.0,16575418.0,21.8,451885.0,635.64,77350.9,2937.0,280846698.0
江苏省,2017,26.74,140346.0,227187,428.01,140346.0,124980.0,514402,22.0,21506492.0,428.01,25960645.0,18338832.0,22.0,455468.0,778.42,85869.8,3045.0,285790192.0
江苏省,2018,27.18,176120.0,306996,507.31,176120.0,165096.0,600306,21.8,24680855.0,507.31,28276374.0,20245195.0,21.8,455530.0,991.45,93207.6,3143.0,284250383.0
江苏省,2019,27.43,180893.0,314395,572.04,180893.0,175906.0,594249,27.3,27013149.0,572.04,31093313.0,22061581.0,27.3,508375.0,1471.52,98656.8,3311.0,301019390.0
江苏省,2020,28.3,224512.0,499167,584.39,224512.0,196799.0,719452,26.6,28223651.0,584.39,33717331.0,23816885.0,26.6,538781.0,2087.85,102807.7,3653.0,394428431.0
江苏省,2021,28.73,242423.0,640917,671.59,242423.0,207371.0,696693,27.2,33574354.0,671.59,37333811.0,27166319.0,27.2,612676.0,2606.17,117392.4,3531.0,426223729.0
江苏省,2022,30.01,299124.0,560127,678.32,299124.0,218368.0,662509,28.1,38132096.0,678.32,,29936774.0,28.1,655930.0,2986.78,122875.6,3726.0,511183110.0
上海市,2004,,1094.0,10625,,1094.0,5414.0,20471,,1140386.0,,3832691.0,927730.0,,21854.0,171.7,8101.6,,28221766.0
上海市,2005,7.39,,12603,,,,32741,,,,4229482.0,,,,231.73,9197.1,,
上海市,2006,8.03,,16602,,,,36042,,,,3707275.0,,,,309.51,10598.9,,
上海市,2007,8.7,,24481,105.77,,,47205,,,105.77,4318320.0,,,,354.89,12878.7,,
上海市,2008,8.71,3111.0,24468,120.27,3111.0,8288.0,52835,18.1,2038746.0,120.27,4823026.0,2005734.0,18.1,43815.0,386.17,14536.9,4371.0,48948483.0
上海市,2009,9.03,9668.0,34913,215.31,9668.0,15472.0,62241,20.9,2991877.0,215.31,4937339.0,2365150.0,20.9,67420.0,435.41,15742.4,4393.0,54440825.0
上海市,2010,9.12,,48215,202.03,,,71196,23.2,,202.03,5582736.0,,23.2,,431.44,17915.4,4300.0,
上海市,2011,8.73,12530.0,47960,218.5,12530.0,19365.0,80215,12.4,4476248.0,218.5,7106255.0,3437627.0,12.4,79147.0,480.75,20009.7,3556.0,77721952.0
上海市,2012,8.96,16805.0,51508,245.43,16805.0,24873.0,82682,12.2,4840036.0,245.43,,3715075.0,12.2,82355.0,518.75,21305.6,3481.0,73999056.0
上海市,2013,9.02,20140.0,48680,257.66,20140.0,25738.0,86450,20.4,5282586.0,257.66,9069715.0,4047800.0,20.4,92136.0,531.68,23204.1,3421.0,76883835.0
上海市,2014,8.84,27540.0,50488,262.29,27540.0,26848.0,81664,22.5,5875497.0,262.29,9892212.0,4492192.0,22.5,93868.0,592.45,25269.8,3348.0,84469638.0
上海市,2015,8.92,30815.0,60623,271.85,30815.0,21725.0,100006,22.5,5716228.0,271.85,10131153.0,4742443.0,22.5,94981.0,663.78,26887.0,3330.0,74709344.0
上海市,2016,9.31,37513.0,64230,341.71,37513.0,24228.0,119937,23.2,6227654.0,341.71,11218946.0,4900778.0,23.2,98671.0,780.99,29887.0,3327.0,90334750.0
上海市,2017,9.51,43416.0,72806,389.9,43416.0,27581.0,131740,24.6,6787046.0,389.9,12104556.0,5399953.0,24.6,88967.0,810.62,32925.0,3498.0,100681518.0
上海市,2018,9.58,47940.0,92460,426.37,47940.0,29258.0,150233,26.9,7558012.0,426.37,13412840.0,5548768.0,26.9,88016.0,1225.19,36011.8,3517.0,97967290.0
上海市,2019,9.57,53559.0,100587,389.54,53559.0,35326.0,173586,36.2,8516190.0,389.54,14125408.0,5906504.0,36.2,80694.0,1422.35,37987.6,3582.0,101409491.0
上海市,2020,9.82,62147.0,139780,406.2,62147.0,40630.0,210293,32.1,8689077.0,406.2,14427631.0,6350087.0,32.1,87957.0,1583.22,38963.3,3722.0,101592157.0
上海市,2021,9.82,66509.0,179317,422.7,66509.0,41431.0,232918,35.8,10765301.0,422.7,15764758.0,6983293.0,35.8,93966.0,2545.49,43653.2,3691.0,105748814.0
上海市,2022,10.04,81347.0,178323,386.25,81347.0,42835.0,224409,38.4,11394201.0,386.25,,7659941.0,38.4,100972.0,3870.73,44652.8,3756.0,107853308.0
山东省,2004,,2145.0,9733,,2145.0,4884.0,18388,,928990.0,,4267089.0,1185772.0,,43800.0,75.09,13308.1,,23286960.0
山东省,2005,13.85,,10743,,,,28835,,,,4988243.0,,,,98.36,15947.5,,
山东省,2006,15.89,,15937,,,,38284,,,,5471049.0,,,,23.2,18967.8,,
山东省,2007,17.15,,22821,46.41,,,46849,,,46.41,6802414.0,,,,45.03,22718.1,,
山东省,2008,18.5,5453.0,26688,57.13,5453.0,14276.0,60247,8.9,3823546.0,57.13,7749148.0,3759077.0,8.9,124042.0,66.01,27106.2,2071.0,55876878.0
山东省,2009,20.08,6507.0,34513,62.88,6507.0,18441.0,66857,10.0,4757571.0,62.88,8397429.0,4567136.0,10.0,129892.0,71.94,29540.8,2153.0,71919279.0
山东省,2010,22.06,,51490,84.36,,,80856,11.0,,84.36,10395900.0,,11.0,,100.68,33922.5,2202.0,
山东省,2011,22.4,11207.0,58844,108.62,11207.0,27560.0,109599,10.8,6623255.0,108.62,13727939.0,7431254.0,10.8,180832.0,126.38,39064.9,2191.0,111844081.0
山东省,2012,23.15,15104.0,75496,124.98,15104.0,34689.0,128614,12.4,8148492.0,124.98,,9056007.0,12.4,204398.0,140.02,42957.3,2238.0,129131803.0
山东省,2013,23.75,18340.0,76976,149.14,18340.0,40030.0,155170,16.9,10206343.0,149.14,17796161.0,10528097.0,16.9,227403.0,179.4,47344.3,2304.0,142841782.0
山东省,2014,23.38,26122.0,72818,147.06,26122.0,44466.0,158619,18.4,11603104.0,147.06,18847752.0,11755482.0,18.4,230800.0,249.29,50774.8,2421.0,145558220.0
山东省,2015,23.7,33785.0,98101,159.05,33785.0,42289.0,193220,18.0,11221423.0,159.05,20632259.0,12917718.0,18.0,241395.0,307.55,55288.8,2516.0,146984304.0
山东省,2016,26.27,45917.0,98093,167.0,45917.0,45921.0,212911,17.8,12521655.0,167.0,22422970.0,14150035.0,17.8,241761.0,395.95,58762.5,2620.0,163134209.0
山东省,2017,26.29,56076.0,100522,195.77,56076.0,55881.0,204859,18.3,13834842.0,195.77,23946021.0,15636785.0,18.3,239170.0,511.64,63012.1,2519.0,181263978.0
山东省,2018,25.82,63496.0,132382,232.74,63496.0,60928.0,231585,17.3,11608192.0,232.74,26349273.0,14184975.0,17.3,236515.0,819.95,66648.9,2588.0,152465038.0
山东省,2019,26.46,67896.0,146481,305.76,67896.0,57339.0,263211,18.2,10566243.0,305.76,29001760.0,12109485.0,18.2,198205.0,1110.02,70540.5,2855.0,134800845.0
山东省,2020,26.67,78926.0,238778,298.62,78926.0,78928.0,337280,20.5,12580017.0,298.62,31022594.0,13656187.0,20.5,255281.0,1903.89,72798.2,3154.0,170810782.0
山东省,2021,26.65,103410.0,329838,372.32,103410.0,98190.0,369470,22.6,17475012.0,372.32,34007897.0,15653402.0,22.6,349379.0,2477.79,82875.2,3429.0,275403023.0
山东省,2022,28.01,130077.0,342290,313.26,130077.0,113621.0,408136,23.1,20292881.0,313.26,,17287025.0,23.1,391781.0,3231.83,87435.1,3663.0,378471673.0
黑龙江省,2004,,606.0,2809,,606.0,861.0,4919,,110982.0,,2118831.0,196428.0,,21775.0,12.57,4134.7,,1949849.0
黑龙江省,2005,9.26,,2906,,,,6050,,,,2342133.0,,,,14.26,4756.4,,
黑龙江省,2006,9.68,,3622,,,,6535,,,,2230540.0,,,,15.69,5329.8,,
黑龙江省,2007,10.96,,4303,17.47,,,7242,,,17.47,2736590.0,,,,35.02,6126.3,,
黑龙江省,2008,11.27,1002.0,4574,20.09,1002.0,1320.0,7974,11.2,468122.0,20.09,3386551.0,505877.0,11.2,28283.0,41.26,7134.2,2352.0,4529219.0
黑龙江省,2009,12.04,1618.0,5079,19.96,1618.0,1797.0,9014,11.4,708150.0,19.96,3486163.0,627240.0,11.4,27658.0,48.86,7218.9,2420.0,5097624.0
黑龙江省,2010,12.41,,6780,27.69,,,10269,12.0,,27.69,4048565.0,,12.0,,52.91,8308.3,2447.0,
黑龙江省,2011,12.72,1532.0,12236,33.23,1532.0,2814.0,23432,12.2,745311.0,33.23,4838173.0,838042.0,12.2,39661.0,62.07,9935.0,2409.0,5586813.0
黑龙江省,2012,12.79,2055.0,20268,37.64,2055.0,3690.0,30610,11.9,779353.0,37.64,,906170.0,11.9,36256.0,100.45,11015.8,2441.0,5655068.0
黑龙江省,2013,12.53,2342.0,19819,38.61,2342.0,4282.0,32264,11.2,782854.0,38.61,6006258.0,950335.0,11.2,37296.0,101.77,11849.1,2529.0,5825023.0
黑龙江省,2014,12.5,3052.0,15412,39.46,3052.0,4267.0,31856,11.5,844603.0,39.46,6278812.0,955820.0,11.5,37509.0,120.28,12170.8,2555.0,5272813.0
黑龙江省,2015,12.34,3351.0,18943,42.91,3351.0,3902.0,34611,11.2,722307.0,42.91,7040039.0,880392.0,11.2,31762.0,127.26,11690.0,2518.0,5110495.0
黑龙江省,2016,12.61,4716.0,18046,44.92,4716.0,4127.0,35293,11.1,696173.0,44.92,7336607.0,884925.0,11.1,32219.0,125.81,11895.0,2427.0,5026218.0
黑龙江省,2017,13.0,5760.0,18221,46.91,5760.0,3786.0,30958,10.7,669389.0,46.91,7545432.0,825854.0,10.7,24046.0,146.71,12313.0,2403.0,6824812.0
黑龙江省,2018,13.39,4708.0,19435,39.52,4708.0,2764.0,34582,9.2,532983.0,39.52,7612173.0,605680.0,9.2,13110.0,165.92,12846.5,2405.0,5613764.0
黑龙江省,2019,13.57,6232.0,19989,42.16,6232.0,4449.0,37313,8.6,748699.0,42.16,8115856.0,714862.0,8.6,15054.0,232.88,13544.4,2531.0,7336240.0
黑龙江省,2020,13.85,8260.0,28475,42.98,8260.0,5963.0,43252,5.6,915152.0,42.98,8422728.0,774634.0,5.6,14272.0,265.2,13633.4,2695.0,8207463.0
黑龙江省,2021,13.76,9611.0,38884,43.52,9611.0,6691.0,47577,6.0,1108843.0,43.52,8440981.0,887690.0,6.0,15444.0,350.14,14858.2,3448.0,12522414.0
黑龙江省,2022,14.17,10591.0,36551,46.47,10591.0,6551.0,49027,5.7,1352541.0,46.47,,979976.0,5.7,18483.0,460.18,15901.0,3734.0,13954159.0
宁夏回族自治区,2004,,106.0,293,,106.0,143.0,399,,20384.0,,296237.0,23220.0,,2094.0,1.28,519.9,,261582.0
宁夏回族自治区,2005,0.82,,214,,,,516,,,,363459.0,,,,1.41,579.9,,
宁夏回族自治区,2006,1.01,,290,,,,671,,,,398718.0,,,,0.53,683.3,,
宁夏回族自治区,2007,1.05,,296,4.79,,,838,,,4.79,636974.0,,,,0.66,877.6,,
宁夏回族自治区,2008,1.24,111.0,606,4.33,111.0,266.0,1087,1.2,81192.0,4.33,702612.0,65694.0,1.2,3336.0,0.89,1139.2,1610.0,734679.0
宁夏回族自治区,2009,1.33,171.0,910,4.4,171.0,357.0,1277,1.2,98097.0,4.4,813071.0,77591.0,1.2,3568.0,0.9,1266.7,1721.0,963234.0
宁夏回族自治区,2010,1.48,,1081,5.97,,,739,1.2,,5.97,994671.0,,1.2,,1.0,1571.7,1868.0,
宁夏回族自治区,2011,1.62,221.0,613,7.87,221.0,601.0,1079,1.3,120351.0,7.87,1313862.0,118879.0,1.3,3967.0,3.94,1931.8,1912.0,1385912.0
宁夏回族自治区,2012,1.79,300.0,844,9.61,300.0,914.0,1985,1.2,142473.0,9.61,,143696.0,1.2,4196.0,2.91,2131.0,2107.0,1856287.0
宁夏回族自治区,2013,1.82,387.0,1211,10.69,387.0,1132.0,3230,1.4,149924.0,10.69,1578935.0,167494.0,1.4,4817.0,1.43,2327.7,2195.0,2796416.0
宁夏回族自治区,2014,1.9,675.0,1424,11.66,675.0,1160.0,3532,1.4,176515.0,11.66,1697964.0,186518.0,1.4,5799.0,3.18,2473.9,2255.0,1912824.0
宁夏回族自治区,2015,1.89,908.0,1865,17.25,908.0,1429.0,4394,1.5,182332.0,17.25,1963258.0,200453.0,1.5,5470.0,3.52,2579.4,2244.0,2826884.0
宁夏回族自治区,2016,1.95,1248.0,2677,18.26,1248.0,1757.0,6149,1.6,202032.0,18.26,2072544.0,239624.0,1.6,5686.0,4.05,2781.4,2225.0,2026821.0
宁夏回族自治区,2017,2.04,1633.0,4244,25.55,1633.0,1978.0,8575,1.5,182203.0,25.55,2288400.0,291101.0,1.5,6392.0,6.67,3200.3,2278.0,3352269.0
宁夏回族自治区,2018,2.12,2282.0,5658,34.02,2282.0,2205.0,9860,1.3,234314.0,34.02,2346978.0,369910.0,1.3,7060.0,12.11,3510.2,2379.0,4826467.0
宁夏回族自治区,2019,2.2,2777.0,5555,31.26,2777.0,2885.0,9275,1.4,310908.0,31.26,2532754.0,415733.0,1.4,8073.0,14.9,3748.5,2581.0,4476886.0
宁夏回族自治区,2020,2.31,3126.0,7710,27.91,3126.0,3774.0,12172,1.7,407112.0,27.91,2791933.0,453491.0,1.7,8333.0,16.81,3956.3,2691.0,4592014.0
宁夏回族自治区,2021,2.41,3397.0,12885,29.0,3397.0,3935.0,14579,1.8,558709.0,29.0,2838672.0,517577.0,1.8,10930.0,25.09,4588.2,2749.0,5400468.0
宁夏回族自治区,2022,2.53,4012.0,12452,25.56,4012.0,4725.0,16233,1.6,783017.0,25.56,,597053.0,1.6,10804.0,34.05,5069.6,3271.0,9244972.0
广东省,2004,,4373.0,31446,,4373.0,11728.0,52201,,1153829.0,,7087101.0,1631096.0,,54474.0,57.27,18658.3,,32780523.0
广东省,2005,13.65,,36894,,,,72220,,,,8066357.0,,,,112.47,21963.0,,
广东省,2006,15.51,,43516,,,,90886,,,,8654359.0,,,,107.03,25961.2,,
广东省,2007,16.55,,56451,119.26,,,102449,,,119.26,10734751.0,,,,132.84,31742.6,,
广东省,2008,18.36,18757.0,62031,132.52,18757.0,38958.0,103883,15.1,5320951.0,132.52,11661554.0,4423514.0,15.1,197488.0,201.63,36704.2,1821.0,74695491.0
广东省,2009,20.83,27476.0,83621,168.5,27476.0,54922.0,125673,15.4,6294129.0,168.5,12843085.0,5523733.0,15.4,228907.0,170.98,39464.7,1952.0,82955488.0
广东省,2010,21.7,,119343,214.44,,,152907,18.1,,214.44,15327348.0,,18.1,,235.89,45944.6,2037.0,
广东省,2011,22.73,66453.0,128413,203.92,66453.0,72520.0,196272,18.6,10662949.0,203.92,18846365.0,8994412.0,18.6,346260.0,275.06,53072.8,1978.0,143822736.0
广东省,2012,23.95,83280.0,153598,246.71,83280.0,87143.0,229514,21.3,11865618.0,246.71,,10778634.0,21.3,424563.0,364.94,57007.7,2082.0,154028478.0
广东省,2013,25.17,97052.0,170430,344.94,97052.0,96646.0,264265,29.5,14065712.0,344.94,24775503.0,12374791.0,29.5,426330.0,529.39,62503.4,2199.0,180137410.0
广东省,2014,26.15,126936.0,179953,274.33,126936.0,114447.0,278358,31.9,16233271.0,274.33,27356552.0,13752869.0,31.9,424872.0,413.25,68173.0,2356.0,203133184.0
广东省,2015,26.96,177047.0,241176,569.55,177047.0,106038.0,355939,34.7,18310389.0,569.55,30474906.0,15205497.0,34.7,411059.0,662.58,74732.4,2434.0,226425002.0
广东省,2016,27.51,236918.0,259032,742.97,236918.0,145448.0,505667,32.3,23097271.0,742.97,33675376.0,16762749.0,32.3,423730.0,758.17,82163.2,2431.0,286714109.0
广东省,2017,27.66,289238.0,332652,823.89,289238.0,199293.0,627834,33.9,28286496.0,823.89,38610331.0,18650313.0,33.9,457342.0,937.08,91648.7,2454.0,348630305.0
广东省,2018,28.28,328467.0,478082,1034.71,328467.0,241700.0,793819,37.8,33366963.0,1034.71,42684258.0,21072031.0,37.8,621950.0,1365.42,99945.2,2542.0,393760563.0
广东省,2019,28.82,375515.0,527390,1168.79,375515.0,272616.0,807700,47.3,38649832.0,1168.79,49187551.0,23148566.0,47.3,642490.0,2223.08,107986.9,2751.0,429700648.0
广东省,2020,29.71,435509.0,709725,955.73,435509.0,305665.0,967204,47.8,41271302.0,955.73,53869558.0,24999527.0,47.8,700017.0,3267.21,111151.6,3175.0,443130513.0
广东省,2021,29.37,511717.0,872209,982.76,511717.0,340935.0,980634,51.5,46369762.0,982.76,60188062.0,29021849.0,51.5,709119.0,4099.61,124719.5,2922.0,496849026.0
广东省,2022,31.09,572589.0,837276,983.78,572589.0,354470.0,993480,52.4,51594669.0,983.78,,32177548.0,52.4,772585.0,3967.48,129118.6,3129.0,480751067.0
西藏自治区,2004,,,23,,,1.0,62,,22.0,,234500.0,10.0,,4.0,,217.9,,559.0
西藏自治区,2005,0.46,,44,,,,102,,,,301722.0,,,,,243.1,,
西藏自治区,2006,0.48,,81,,,,89,,,,276921.0,,,,,285.9,,
西藏自治区,2007,0.46,,68,1.93,,,97,,,1.93,420562.0,,,,,344.1,,
西藏自治区,2008,0.47,19.0,93,2.9,19.0,22.0,350,0.6,7674.0,2.9,494122.0,4536.0,0.6,39.0,,398.2,1279.0,31384.0
西藏自治区,2009,0.5,40.0,292,2.69,40.0,24.0,195,0.7,2102.0,2.69,597448.0,6376.0,0.7,378.0,,445.7,1317.0,48166.0
西藏自治区,2010,0.5,,124,2.71,,,162,0.7,,2.71,662293.0,,0.7,,,512.9,1373.0,
西藏自治区,2011,0.51,58.0,142,3.38,58.0,20.0,263,0.7,2776.0,3.38,826102.0,1637.0,0.7,22.0,,611.5,1446.0,17728.0
西藏自治区,2012,0.56,71.0,133,5.09,71.0,18.0,170,1.1,1986.0,5.09,,5312.0,1.1,78.0,,710.2,1508.0,21004.0
西藏自治区,2013,0.57,32.0,121,4.17,32.0,9.0,203,1.1,1177.0,4.17,1206744.0,4617.0,1.1,81.0,,828.2,1528.0,23454.0
西藏自治区,2014,0.56,44.0,146,4.42,44.0,18.0,248,1.1,1752.0,4.42,1529504.0,2943.0,1.1,130.0,,939.7,1676.0,
西藏自治区,2015,0.61,90.0,198,5.41,90.0,17.0,309,1.2,2986.0,5.41,1919434.0,2602.0,1.2,43.0,,1043.0,1766.0,56367.0
西藏自治区,2016,0.6,115.0,245,4.81,115.0,44.0,712,1.2,3630.0,4.81,1857714.0,4003.0,1.2,208.0,,1173.0,1765.0,78690.0
西藏自治区,2017,0.58,96.0,420,8.49,96.0,20.0,1097,1.0,3270.0,8.49,2387658.0,3186.0,1.0,202.0,0.04,1349.0,1678.0,94173.0
西藏自治区,2018,0.61,82.0,755,8.12,82.0,39.0,1469,0.8,4547.0,8.12,2562958.0,8625.0,0.8,326.0,0.04,1548.4,1616.0,181067.0
西藏自治区,2019,0.68,156.0,1020,7.28,156.0,51.0,2304,1.2,6657.0,7.28,2881230.0,5574.0,1.2,264.0,0.96,1697.8,1588.0,230104.0
西藏自治区,2020,0.73,185.0,1702,8.99,185.0,92.0,2296,1.0,11290.0,8.99,3164861.0,8944.0,1.0,190.0,0.78,1902.7,1629.0,34487.0
西藏自治区,2021,0.72,227.0,1929,8.34,227.0,100.0,2644,1.1,20691.0,8.34,3335508.0,24782.0,1.1,266.0,1.73,2080.2,1634.0,54323.0
西藏自治区,2022,0.7,314.0,2127,8.31,314.0,97.0,3135,1.1,12625.0,8.31,,17043.0,1.1,173.0,6.21,2132.6,1666.0,84198.0
吉林省,2004,,204.0,2145,,204.0,487.0,3657,,95138.0,,1454419.0,124848.0,,5074.0,10.79,2455.2,,1563069.0
吉林省,2005,8.9,,2023,,,,4101,,,,1742325.0,,,,12.23,2776.5,,
吉林省,2006,8.6,,2319,,,,4578,,,,1724213.0,,,,15.37,3226.5,,
吉林省,2007,9.41,,2855,11.09,,,5251,,,11.09,2133095.0,,,,17.48,4080.3,,
吉林省,2008,9.85,480.0,2984,13.41,480.0,867.0,5536,6.3,494772.0,13.41,2714195.0,267007.0,6.3,9470.0,19.61,4834.7,2659.0,12104628.0
吉林省,2009,10.62,993.0,3275,18.98,993.0,1433.0,5934,6.4,374768.0,18.98,3006988.0,329615.0,6.4,14671.0,19.76,5434.8,2695.0,28925805.0
吉林省,2010,10.75,,4343,19.12,,,6445,6.7,,19.12,3445611.0,,6.7,,18.81,6410.5,2716.0,
吉林省,2011,11.11,1006.0,4920,21.18,1006.0,2030.0,8196,6.8,709348.0,21.18,4293877.0,488723.0,6.8,17884.0,26.26,7734.6,2807.0,24075631.0
吉林省,2012,11.55,2779.0,5930,24.96,2779.0,2195.0,9171,7.6,776269.0,24.96,,604326.0,7.6,24365.0,25.12,8678.0,2889.0,21577965.0
吉林省,2013,11.57,2985.0,6219,37.22,2985.0,2520.0,10751,8.0,740849.0,37.22,5480347.0,698136.0,8.0,23709.0,34.72,9427.9,3033.0,7031878.0
吉林省,2014,11.42,1884.0,6696,36.45,1884.0,2370.0,11933,7.9,783328.0,36.45,5353180.0,789431.0,7.9,24395.0,28.58,9966.5,3168.0,16599926.0
吉林省,2015,11.78,2649.0,8878,41.39,2649.0,1972.0,14800,7.5,1167919.0,41.39,5975239.0,861541.0,7.5,23202.0,26.47,10018.0,3169.0,18227484.0
